symbol,type,file,lineno
PRAutomationEngine,class,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/pr_automation.py,16
PRAutomationEngine+__init__,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/pr_automation.py,19
PRAutomationEngine+generate_pr_content,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/pr_automation.py,48
PRAutomationEngine+_classify_bounty_type,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/pr_automation.py,113
PRAutomationEngine+_generate_pr_title,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/pr_automation.py,135
PRAutomationEngine+_generate_pr_description,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/pr_automation.py,166
PRAutomationEngine+_generate_branch_name,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/pr_automation.py,212
PRAutomationEngine+_generate_pr_labels,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/pr_automation.py,234
PRAutomationEngine+_generate_pr_checklist,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/pr_automation.py,263
PRAutomationEngine+_generate_ci_cd_integration,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/pr_automation.py,321
PRAutomationEngine+_generate_testing_pipeline,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/pr_automation.py,357
PRAutomationEngine+_determine_review_requirements,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/pr_automation.py,391
PRAutomationEngine+_determine_testing_requirements,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/pr_automation.py,413
PRAutomationEngine+_generate_governance_notes,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/pr_automation.py,434
PRAutomationEngine+_calculate_generation_confidence,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/pr_automation.py,455
PRAutomationEngine+_get_bug_fix_template,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/pr_automation.py,469
PRAutomationEngine+_get_feature_template,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/pr_automation.py,494
PRAutomationEngine+_get_security_template,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/pr_automation.py,519
PRAutomationEngine+_get_documentation_template,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/pr_automation.py,547
generate_pr_for_bounty,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/pr_automation.py,573
CommitFragmenter,class,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/pr_automation.py,583
CommitFragmenter+__init__,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/pr_automation.py,586
CommitFragmenter+_group_changes_by_logic,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/pr_automation.py,611
CommitFragmenter+_is_test_or_config_change,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/pr_automation.py,653
CommitFragmenter+_is_documentation_change,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/pr_automation.py,659
CommitFragmenter+_generate_commit_message,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/pr_automation.py,665
SurgicalMinimalistFilter,class,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/pr_automation.py,690
SurgicalMinimalistFilter+__init__,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/pr_automation.py,693
SurgicalMinimalistFilter+filter_solution,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/pr_automation.py,696
SurgicalMinimalistFilter+_get_original_code,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/pr_automation.py,717
SurgicalMinimalistFilter+_find_minimal_implementation,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/pr_automation.py,722
SurgicalMinimalistFilter+_optimize_zio_code,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/pr_automation.py,738
SurgicalMinimalistFilter+_optimize_rust_wasm_code,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/pr_automation.py,751
SurgicalMinimalistFilter+_find_existing_utility,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/pr_automation.py,763
SurgicalMinimalistFilter+_remove_try_catch,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/pr_automation.py,775
SurgicalMinimalistFilter+_optimize_for_zero_copy,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/pr_automation.py,780
_calculate_generation_confidence,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/pr_automation.py,786
_calculate_generation_confidence+_generate_adr_notes,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/pr_automation.py,809
_calculate_generation_confidence+_generate_contextual_anchors,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/pr_automation.py,841
_calculate_generation_confidence+_generate_pr_checklist,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/pr_automation.py,865
_calculate_generation_confidence+post_self_review_comments,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/pr_automation.py,900
_calculate_generation_confidence+_generate_self_review_comments,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/pr_automation.py,937
<module>,module,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/pr_automation.py,1
APIIntegrationEngine,class,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/api_integration_engine.py,13
APIIntegrationEngine+__init__,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/api_integration_engine.py,16
APIIntegrationEngine+analyze_integration_points,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/api_integration_engine.py,40
APIIntegrationEngine+_detect_webhook_endpoints,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/api_integration_engine.py,62
APIIntegrationEngine+_detect_ci_cd_integrations,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/api_integration_engine.py,92
APIIntegrationEngine+_detect_api_integration_points,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/api_integration_engine.py,110
APIIntegrationEngine+_assess_automation_capabilities,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/api_integration_engine.py,133
APIIntegrationEngine+_identify_submission_mechanisms,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/api_integration_engine.py,168
APIIntegrationEngine+_identify_high_alpha_targets,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/api_integration_engine.py,204
APIIntegrationEngine+_calculate_endpoint_alpha_score,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/api_integration_engine.py,236
APIIntegrationEngine+_assess_security_level,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/api_integration_engine.py,274
APIIntegrationEngine+_assess_endpoint_complexity,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/api_integration_engine.py,287
APIIntegrationEngine+_assess_bounty_potential,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/api_integration_engine.py,312
APIIntegrationEngine+_assess_integration_complexity,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/api_integration_engine.py,340
APIIntegrationEngine+_file_contains_webhook_patterns,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/api_integration_engine.py,357
APIIntegrationEngine+_classify_webhook_file,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/api_integration_engine.py,363
APIIntegrationEngine+_analyze_ci_cd_capabilities,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/api_integration_engine.py,376
APIIntegrationEngine+_is_integration_suitable_endpoint,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/api_integration_engine.py,391
APIIntegrationEngine+_classify_integration_purpose,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/api_integration_engine.py,407
APIIntegrationEngine+_calculate_integration_score,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/api_integration_engine.py,424
APIIntegrationEngine+_calculate_integration_confidence,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/api_integration_engine.py,449
APIIntegrationEngine+_score_to_readiness_level,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/api_integration_engine.py,472
APIIntegrationEngine+generate_integration_plan,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/api_integration_engine.py,485
APIIntegrationEngine+_determine_integration_strategy,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/api_integration_engine.py,497
APIIntegrationEngine+_generate_integration_steps,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/api_integration_engine.py,511
APIIntegrationEngine+_estimate_integration_effort,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/api_integration_engine.py,568
APIIntegrationEngine+_assess_integration_risks,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/api_integration_engine.py,585
analyze_api_integration_points,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/api_integration_engine.py,614
<module>,module,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/api_integration_engine.py,1
ADREngine,class,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/adr_engine.py,16
ADREngine+__init__,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/adr_engine.py,19
ADREngine+analyze_repository_adrs,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/adr_engine.py,36
ADREngine+generate_decisions_md,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/adr_engine.py,66
ADREngine+validate_adr_compliance,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/adr_engine.py,92
ADREngine+_parse_adr_file,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/adr_engine.py,120
ADREngine+_extract_decisions_from_content,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/adr_engine.py,155
ADREngine+_is_decision_section,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/adr_engine.py,185
ADREngine+_classify_decision_type,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/adr_engine.py,191
ADREngine+_extract_alternatives,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/adr_engine.py,204
ADREngine+_extract_constraints_from_text,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/adr_engine.py,217
ADREngine+_extract_rationale,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/adr_engine.py,229
ADREngine+_analyze_decision_patterns,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/adr_engine.py,235
ADREngine+_extract_constraints,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/adr_engine.py,248
ADREngine+_extract_bounty_decisions,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/adr_engine.py,255
ADREngine+_format_decisions_markdown,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/adr_engine.py,274
ADREngine+_check_decision_compliance,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/adr_engine.py,302
<module>,module,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/adr_engine.py,1
ReputationMonitor,class,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/reputation_monitor.py,21
ReputationMonitor+__init__,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/reputation_monitor.py,24
ReputationMonitor+record_bounty_submission,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/reputation_monitor.py,31
ReputationMonitor+record_notification_ping,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/reputation_monitor.py,43
ReputationMonitor+record_maintainer_response,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/reputation_monitor.py,50
ReputationMonitor+record_pr_merge,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/reputation_monitor.py,66
ReputationMonitor+record_bounty_outcome,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/reputation_monitor.py,80
ReputationMonitor+get_reputation_metrics,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/reputation_monitor.py,89
ReputationMonitor+get_bounty_status,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/reputation_monitor.py,137
ReputationMonitor+get_roi_metrics,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/reputation_monitor.py,141
ReputationMonitor+simulate_maintainer_feedback,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/reputation_monitor.py,169
ReputationMonitor+run_roi_pressure_test,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/reputation_monitor.py,228
ReputationMonitor+simulate_star_loss_trigger,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/reputation_monitor.py,255
ReputationMonitor+validate_latency_accuracy,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/reputation_monitor.py,285
<module>,module,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/reputation_monitor.py,1
StyleAnalyzer,class,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/style_analyzer.py,19
StyleAnalyzer+__init__,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/style_analyzer.py,22
StyleAnalyzer+analyze_repository_style,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/style_analyzer.py,26
StyleAnalyzer+_analyze_commits_for_style,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/style_analyzer.py,56
StyleAnalyzer+_analyze_file_style,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/style_analyzer.py,85
StyleAnalyzer+_analyze_imports,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/style_analyzer.py,98
StyleAnalyzer+_analyze_code_structure,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/style_analyzer.py,150
StyleAnalyzer+_is_stdlib_module,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/style_analyzer.py,173
StyleAnalyzer+_summarize_import_patterns,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/style_analyzer.py,186
StyleAnalyzer+_summarize_code_patterns,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/style_analyzer.py,204
<module>,module,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/style_analyzer.py,1
classify_intent_posture,function,/home/dee/workspace/AI/Repo-Scanner/src/core/safety/intent_classification.py,22
<module>,module,/home/dee/workspace/AI/Repo-Scanner/src/core/safety/intent_classification.py,1
create_refusal_artifact,function,/home/dee/workspace/AI/Repo-Scanner/src/core/safety/refusal_artifact.py,19
<module>,module,/home/dee/workspace/AI/Repo-Scanner/src/core/safety/refusal_artifact.py,1
evaluate_authority_ceiling,function,/home/dee/workspace/AI/Repo-Scanner/src/core/safety/authority_ceiling.py,22
emit_refusal_artifact,function,/home/dee/workspace/AI/Repo-Scanner/src/core/safety/authority_ceiling.py,27
<module>,module,/home/dee/workspace/AI/Repo-Scanner/src/core/safety/authority_ceiling.py,1
model_safe_change_surface,function,/home/dee/workspace/AI/Repo-Scanner/src/core/safety/safe_change_surface.py,22
<module>,module,/home/dee/workspace/AI/Repo-Scanner/src/core/safety/safe_change_surface.py,1
setup_ai_registry,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/setup_registry.py,13
<module>,module,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/setup_registry.py,1
ModelMetadata,class,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/inference_pipeline.py,26
InferenceResult,class,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/inference_pipeline.py,38
AIModelRegistry,class,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/inference_pipeline.py,48
AIModelRegistry+__init__,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/inference_pipeline.py,51
AIModelRegistry+_load_registry,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/inference_pipeline.py,63
AIModelRegistry+register_model,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/inference_pipeline.py,76
AIModelRegistry+get_model,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/inference_pipeline.py,105
AIModelRegistry+list_models,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/inference_pipeline.py,109
BaseAIModel,class,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/inference_pipeline.py,116
BaseAIModel+__init__,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/inference_pipeline.py,119
BaseAIModel+load,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/inference_pipeline.py,125
BaseAIModel+unload,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/inference_pipeline.py,130
BaseAIModel+infer,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/inference_pipeline.py,135
BaseAIModel+get_input_hash,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/inference_pipeline.py,139
InferencePipeline,class,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/inference_pipeline.py,152
InferencePipeline+__init__,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/inference_pipeline.py,155
InferencePipeline+load_model,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/inference_pipeline.py,168
InferencePipeline+unload_model,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/inference_pipeline.py,202
InferencePipeline+infer,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/inference_pipeline.py,209
InferencePipeline+infer_async,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/inference_pipeline.py,247
InferencePipeline+infer_batch_async,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/inference_pipeline.py,260
InferencePipeline+get_available_models,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/inference_pipeline.py,268
InferencePipeline+get_model_info,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/inference_pipeline.py,273
get_ai_pipeline,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/inference_pipeline.py,292
<module>,module,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/inference_pipeline.py,1
LlamaCppModel,class,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/models/llama_cpp_model.py,23
LlamaCppModel+__init__,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/models/llama_cpp_model.py,26
LlamaCppModel+_find_model_file,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/models/llama_cpp_model.py,36
LlamaCppModel+load,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/models/llama_cpp_model.py,42
LlamaCppModel+unload,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/models/llama_cpp_model.py,69
LlamaCppModel+infer,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/models/llama_cpp_model.py,78
LlamaCppModel+_infer_text,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/models/llama_cpp_model.py,118
LlamaCppModel+_infer_structured,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/models/llama_cpp_model.py,146
LlamaCppModel+_infer_generic,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/models/llama_cpp_model.py,167
LlamaCppModel+_estimate_confidence,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/models/llama_cpp_model.py,172
<module>,module,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/models/llama_cpp_model.py,1
TransformersModel,class,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/models/transformers_model.py,28
TransformersModel+__init__,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/models/transformers_model.py,31
TransformersModel+load,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/models/transformers_model.py,43
TransformersModel+load+_load_model,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/models/transformers_model.py,59
TransformersModel+unload,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/models/transformers_model.py,101
TransformersModel+infer,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/models/transformers_model.py,113
TransformersModel+_infer_llm,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/models/transformers_model.py,155
TransformersModel+_infer_classifier,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/models/transformers_model.py,182
TransformersModel+_infer_pipeline,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/models/transformers_model.py,205
TransformersModel+_infer_pattern_based,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/models/transformers_model.py,213
TransformersModel+_estimate_confidence,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/models/transformers_model.py,230
<module>,module,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/models/transformers_model.py,1
TrainingConfig,class,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/model_trainer.py,36
CodeDataset,class,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/model_trainer.py,52
CodeDataset+__init__,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/model_trainer.py,55
CodeDataset+__len__,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/model_trainer.py,61
CodeDataset+__getitem__,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/model_trainer.py,64
CodeDataset+_prepare_summarization_sample,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/model_trainer.py,74
CodeDataset+_prepare_classification_sample,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/model_trainer.py,101
CodeDataset+_prepare_generic_sample,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/model_trainer.py,137
ModelTrainer,class,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/model_trainer.py,155
ModelTrainer+__init__,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/model_trainer.py,158
ModelTrainer+train_summarization_model,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/model_trainer.py,166
ModelTrainer+train_classification_model,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/model_trainer.py,245
ModelTrainer+_register_trained_model,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/model_trainer.py,325
ModelTrainer+create_training_config,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/model_trainer.py,354
train_bootstrap_models,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/model_trainer.py,382
<module>,module,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/model_trainer.py,1
Dataset,class,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/lightweight_trainer.py,27
LightweightCodeDataset,class,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/lightweight_trainer.py,32
LightweightCodeDataset+__init__,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/lightweight_trainer.py,35
LightweightCodeDataset+__len__,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/lightweight_trainer.py,41
LightweightCodeDataset+__getitem__,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/lightweight_trainer.py,44
LightweightCodeDataset+_prepare_summarization_sample,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/lightweight_trainer.py,54
LightweightCodeDataset+_prepare_classification_sample,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/lightweight_trainer.py,76
LightweightCodeDataset+_prepare_generic_sample,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/lightweight_trainer.py,105
LightweightTrainer,class,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/lightweight_trainer.py,123
LightweightTrainer+__init__,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/lightweight_trainer.py,126
LightweightTrainer+fine_tune_lightweight,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/lightweight_trainer.py,134
LightweightTrainer+_register_lightweight_model,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/lightweight_trainer.py,201
PatternBasedModel,class,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/lightweight_trainer.py,219
PatternBasedModel+__init__,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/lightweight_trainer.py,222
PatternBasedModel+_load_summarization_patterns,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/lightweight_trainer.py,226
PatternBasedModel+_load_classification_patterns,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/lightweight_trainer.py,238
PatternBasedModel+summarize_code,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/lightweight_trainer.py,252
PatternBasedModel+classify_code,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/lightweight_trainer.py,282
get_pattern_model,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/lightweight_trainer.py,295
create_fallback_models,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/lightweight_trainer.py,302
<module>,module,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/lightweight_trainer.py,1
BootstrapTrainer,class,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/bootstrap_trainer.py,24
BootstrapTrainer+__init__,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/bootstrap_trainer.py,27
BootstrapTrainer+create_bootstrap_datasets,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/bootstrap_trainer.py,37
BootstrapTrainer+_extract_repository_samples,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/bootstrap_trainer.py,79
BootstrapTrainer+_create_summarization_dataset,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/bootstrap_trainer.py,119
BootstrapTrainer+_create_classification_dataset,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/bootstrap_trainer.py,146
BootstrapTrainer+_generate_simple_summary,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/bootstrap_trainer.py,173
BootstrapTrainer+_classify_file_intent,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/bootstrap_trainer.py,217
BootstrapTrainer+train_bootstrap_models,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/bootstrap_trainer.py,268
main,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/bootstrap_trainer.py,305
<module>,module,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/bootstrap_trainer.py,1
CodeSample,class,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/data_pipeline.py,22
TrainingDataset,class,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/data_pipeline.py,35
TrainingDataPipeline,class,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/data_pipeline.py,44
TrainingDataPipeline+__init__,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/data_pipeline.py,47
TrainingDataPipeline+extract_code_samples,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/data_pipeline.py,74
TrainingDataPipeline+_is_valid_code_file,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/data_pipeline.py,108
TrainingDataPipeline+_process_code_file,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/data_pipeline.py,119
TrainingDataPipeline+_count_functions,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/data_pipeline.py,152
TrainingDataPipeline+_count_classes,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/data_pipeline.py,167
TrainingDataPipeline+_count_imports,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/data_pipeline.py,182
TrainingDataPipeline+generate_summarization_dataset,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/data_pipeline.py,197
TrainingDataPipeline+_generate_code_summary,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/data_pipeline.py,237
TrainingDataPipeline+generate_classification_dataset,function,/home/dee/workspace/AI/Repo-Scanner/src/core/ai/training/data_pipeline.py,273
